i_key,tax_phylum,tax_class,tax_order,tax_family,tax_genus,tax_sp_subsp,h_strain,h_accession,h_taxID,h_assembly,i_accession,i_name,i_type,i_start,i_end,i_len,i_strand,i_insertion,reference,DOI_PMID,status,source_file,comments,h_gram,h_len
NZ_LR822051.1:130749..132638,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L50,NZ_LR822051.1,1304,Scaffold,NZ_LR822051.1,CIME_SsalL50_rpsI_2,CIME,130749,132638,1890,+,rpsI_2,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR822051.1:2133796..2140313,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L50,NZ_LR822051.1,1304,Scaffold,NZ_LR822051.1,IME_SsalL50_tRNALys,IME,2133796,2140313,6518,+,tRNALys,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR822051.1:2159031..2167325,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L50,NZ_LR822051.1,1304,Scaffold,NZ_LR822051.1,IME_SsalL50_rpmG,IME,2159031,2167325,8295,+,rpmG,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LT635479:17895..77832,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium phocaeense,Marseille-P3177,NZ_LT635479,1871021,-,-,ICE_LphP3177T_intser,ICE,17895,77832,59937,+,-,-,-,-,firmidata,-,-,3500754
NZ_LT635479:20224..28033,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium phocaeense,Marseille-P3177,NZ_LT635479,1871021,-,-,IME_LphP3177T_traG_s1,IME,20224,28033,7809,+,in traG (W 99),-,-,-,firmidata,-,-,3500754
NZ_LT635479:2207153..2258721,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium phocaeense,Marseille-P3177,NZ_LT635479,1871021,-,-,ICE_LphP3177T_abc,ICE,2207153,2258721,51568,+,abc,-,-,-,firmidata,-,-,3500754
NZ_LT635479:2375897..2385781,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium phocaeense,Marseille-P3177,NZ_LT635479,1871021,-,-,IME_LphP3177T_rpsI,IME derivate,2375897,2385781,9884,+,3' rpsI ,-,-,-,firmidata,-,-,3500754
NZ_LT635479:2385967..2443079,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium phocaeense,Marseille-P3177,NZ_LT635479,1871021,-,-,ICE_LphP3177T_rpsI,ICE,2385967,2443079,57112,+,3' rpsI ,-,-,-,firmidata,-,-,3500754
NZ_LT635479:2423187..2434364,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium phocaeense,Marseille-P3177,NZ_LT635479,1871021,-,-,IME_LphP3177T_maff2_s1_2,IME,2423187,2434364,11177,+,in maff2 (A 41),-,-,-,firmidata,-,-,3500754
NZ_LT635479:2598248..2603728,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium phocaeense,Marseille-P3177,NZ_LT635479,1871021,-,-,IME_LphP3177T_guaA,IME,2598248,2603728,5480,+,3' guaA,-,-,-,firmidata,-,-,3500754
NZ_LT635479:2815291..2823206,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium phocaeense,Marseille-P3177,NZ_LT635479,1871021,-,-,IME_LphP3177T_ND_2,IME derivate,2815291,2823206,7915,+,ND,-,-,-,firmidata,-,-,3500754
NZ_LT635479:28688..35968,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium phocaeense,Marseille-P3177,NZ_LT635479,1871021,-,-,IME_LphP3177T_traG_s3,IME,28688,35968,7280,+,in traG (G 319),-,-,-,firmidata,-,-,3500754
NZ_LT635479:2943956..2969220,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium phocaeense,Marseille-P3177,NZ_LT635479,1871021,-,-,ICE_LphP3177T_tRNAarg,ICE,2943956,2969220,25264,+,tRNAArg,-,-,-,firmidata,-,-,3500754
NZ_LT635479:3187387..3192442,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium phocaeense,Marseille-P3177,NZ_LT635479,1871021,-,-,IME_LphP3177T_tRNAcys,IME,3187387,3192442,5055,+,3' tRNACys,-,-,-,firmidata,-,-,3500754
NZ_LT635479:3231695..3255449,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium phocaeense,Marseille-P3177,NZ_LT635479,1871021,-,-,IME_LphP3177T_rumA,IME,3231695,3255449,23754,+,in rumA,-,-,-,firmidata,-,-,3500754
NZ_LT635479:37408..54058,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium phocaeense,Marseille-P3177,NZ_LT635479,1871021,-,-,IME_LphP3177T_maff2_s1,IME,37408,54058,16650,+,in maff2,-,-,-,firmidata,-,-,3500754
NZ_LT635479:39854..47316,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium phocaeense,Marseille-P3177,NZ_LT635479,1871021,-,-,IME_LphP3177T_NS,IME,39854,47316,7462,+,NS,-,-,-,firmidata,-,-,3500754
NZ_LT635479:536977..621026,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium phocaeense,Marseille-P3177,NZ_LT635479,1871021,-,-,ICE_LphP3177T_uvrB,ICE,536977,621026,84049,+,5' uvrB,-,-,-,firmidata,-,-,3500754
NZ_LT635479:570350..581538,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium phocaeense,Marseille-P3177,NZ_LT635479,1871021,-,-,IME_LphP3177T_ND_1,IME,570350,581538,11188,+,Unnamed gene,-,-,-,firmidata,-,-,3500754
NZ_MDYK01000006:64839..92938,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,11116,NZ_MDYK01000006,666,Scaffold,-,GIVchSwe1,IME,64839,92938,28099,-,dusA,custom: RD,-,-,ref_dataset_proto,-,-,100301
NZ_MRWI01000013:7655..36243,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,GIMxtf40-2013.07,NZ_MRWI01000013,670,Scaffold,-,GIVpaChn1,IME,7655,36243,28588,+,dusA,custom: RD,-,-,ref_dataset_proto,-,-,80276
NZ_NMSY01000009:12429..43338,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,OYP6G08,NZ_NMSY01000009,666,Scaffold,-,MGIVchUSA3,IME,12429,43338,30909,-,dusA,custom: RD,-,-,ref_dataset_proto,-,-,50391
NZ_NMTM01000021:11597..40302,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,OYP2C05,NZ_NMTM01000021,666,Scaffold,-,GIVchUSA5,IME,11597,40302,28705,-,dusA,custom: RD,-,-,ref_dataset_proto,-,-,47318
NZ_NNLT01000047:7513..33456,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,C2_8,NZ_NNLT01000047,670,Scaffold,-,GIVpaChn2,IME,7513,33456,25943,+,dusA,custom: RD,-,-,ref_dataset_proto,-,-,77343
NZ_RBZL01000019:7407..37634,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio vulnificus,VA-WGS-18041,NZ_RBZL01000019,672,Scaffold,-,GIVvuUSA1,IME,7407,37634,30227,+,dusA,custom: RD,-,-,ref_dataset_proto,-,-,94914
NZ_SMZE01000022:7039..37242,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,1,NZ_SMZE01000022,666,Scaffold,-,GIVchRus1,IME,7039,37242,30203,+,dusA,custom: RD,-,-,ref_dataset_proto,-,-,49006
NZ_VIOZ01000074:7288..34697,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,A12JL36W30,NZ_VIOZ01000074,666,Scaffold,-,GIVchAus1,IME,7288,34697,27409,+,dusA,custom: RD,-,-,ref_dataset_proto,-,-,53197
NZ_VSFQ01000013:6980..34227,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,N2708,NZ_VSFQ01000013,666,Scaffold,-,GIVchN2708,IME,6980,34227,27247,+,dusA,custom: RD,-,-,ref_dataset_proto,-,-,45710
NZ_VSHP01000008:36531..61188,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,N2786,NZ_VSHP01000008,666,Scaffold,-,GIVchN2786,IME,36531,61188,24657,-,dusA,custom: RD,-,-,ref_dataset_proto,-,-,68167
NZ_VSIM01000004:7028..35744,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,N2817,NZ_VSIM01000004,666,Scaffold,-,GIVchN2817,IME,7028,35744,28716,+,dusA,custom: RD,-,-,ref_dataset_proto,-,-,47227
OANU01000014:2767..25219,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio thalassae,CECT8203,OANU01000014,1243014,Scaffold,-,GIVthCECT8203,IME,2767,25219,22452,+,yicC,custom: VB,-,-,ref_dataset_proto,-,-,74766
QDTO01000013:46366..105528,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,26,QDTO01000013,82689,Scaffold,-,SGI1Muenster,IME,46366,105528,59162,+,mnmE,custom: VB,-,-,ref_dataset_proto,-,-,135285
RAHY01000024:8846..34263,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Ketobacter,Ketobacter sp.,BinD,RAHY01000024,2083498,Scaffold,-,GIKspBinD,IME,8846,34263,25417,+,yicC,custom: VB,-,-,ref_dataset_proto,-,-,69201
RBZC01000015:43427..67927,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio vulnificus,VA-WGS-18042,RBZC01000015,672,Scaffold,-,GIVvuVA18042,IME,43427,67927,24500,+,mnmE,custom: VB,-,-,ref_dataset_proto,-,-,99758
RBZH01000016:48506..74879,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio vulnificus,VA-WGS-18035,RBZH01000016,672,Scaffold,-,GIVvuVA18035,IME,48506,74879,26373,+,mnmE,custom: VB,-,-,ref_dataset_proto,-,-,106367
SNWH01000002:400..27875,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas ventosae,1_TX,SNWH01000002,229007,Scaffold,-,GIHve1_TX,IME,400,27875,27475,+,yicC,custom: VB,-,-,ref_dataset_proto,-,-,273067
UGCF01000003:4839483..4857363,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,NCTC10962,UGCF01000003,562,Scaffold,-,GIEcoNCTC10962,IME,4839483,4857363,17880,+,mnmE,custom: VB,-,-,ref_dataset_proto,-,-,4861806
UKMS01000022:54775..71581,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,EuSCAPE_IL035,UKMS01000022,573,Scaffold,-,GIKpnIL035,IME,54775,71581,16806,+,mnmE,custom: VB,-,-,ref_dataset_proto,-,-,71581
VIQC01000033:51788..70914,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,A110912Z3,VIQC01000033,666,Scaffold,-,GIVchA110912Z3,IME,51788,70914,19126,+,mnmE,custom: VB,-,-,ref_dataset_proto,-,-,93617
VSGN01000046:22732..40440,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,N2753,VSGN01000046,666,Scaffold,-,GIVchN2753,IME,22732,40440,17708,+,mnmE,custom: VB,-,-,ref_dataset_proto,-,-,94603
